CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
07.628.528/0001-59;2019-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;20036;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-07-01;2018-06-30;3.11;Lucro/Prejuízo Consolidado do Período;126338.00
07.628.528/0001-59;2019-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;20036;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-07-01;2019-06-30;3.11;Lucro/Prejuízo Consolidado do Período;177079.00
07.628.528/0001-59;2019-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;20036;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-07-01;2018-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;126338.00
07.628.528/0001-59;2019-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;20036;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-07-01;2019-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;177079.00
07.628.528/0001-59;2019-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;20036;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-07-01;2018-06-30;3.11.02;Atribuído a Sócios Não Controladores;0.00
07.628.528/0001-59;2019-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;20036;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-07-01;2019-06-30;3.11.02;Atribuído a Sócios Não Controladores;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.01;Receita de Venda de Bens e/ou Serviços;14752380.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.01;Receita de Venda de Bens e/ou Serviços;22405637.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-12474167.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-20711290.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.03;Resultado Bruto;2278213.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.03;Resultado Bruto;1694347.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04;Despesas/Receitas Operacionais;-1327278.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04;Despesas/Receitas Operacionais;-867148.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.01;Despesas com Vendas;-813950.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.01;Despesas com Vendas;-849198.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.02;Despesas Gerais e Administrativas;-620409.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.02;Despesas Gerais e Administrativas;-593416.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.04;Outras Receitas Operacionais;128504.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.04;Outras Receitas Operacionais;544481.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.05;Outras Despesas Operacionais;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.05;Outras Despesas Operacionais;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.06;Resultado de Equivalência Patrimonial;-21423.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.06;Resultado de Equivalência Patrimonial;30985.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;950935.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;827199.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06;Resultado Financeiro;-163141.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06;Resultado Financeiro;-348278.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06.01;Receitas Financeiras;735757.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06.01;Receitas Financeiras;719032.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06.02;Despesas Financeiras;-898898.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06.02;Despesas Financeiras;-1067310.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;787794.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;478921.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-144987.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-5899.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08.01;Corrente;-254594.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08.01;Corrente;-146886.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08.02;Diferido;109607.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08.02;Diferido;140987.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.09;Resultado Líquido das Operações Continuadas;642807.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.09;Resultado Líquido das Operações Continuadas;473022.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11;Lucro/Prejuízo Consolidado do Período;642807.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11;Lucro/Prejuízo Consolidado do Período;473022.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;642794.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;468101.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11.02;Atribuído a Sócios Não Controladores;13.00
08.070.508/0001-78;2019-03-31;1;RAIZEN ENERGIA S.A.;23230;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11.02;Atribuído a Sócios Não Controladores;4921.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.01;Receita de Venda de Bens e/ou Serviços;719797.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.01;Receita de Venda de Bens e/ou Serviços;833753.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-472540.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-650193.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.03;Resultado Bruto;247257.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.03;Resultado Bruto;183560.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04;Despesas/Receitas Operacionais;-70032.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04;Despesas/Receitas Operacionais;-72601.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.01;Despesas com Vendas;-48284.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.01;Despesas com Vendas;-53628.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.02;Despesas Gerais e Administrativas;-19545.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.02;Despesas Gerais e Administrativas;-24872.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.04;Outras Receitas Operacionais;-2203.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.04;Outras Receitas Operacionais;5899.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.05;Outras Despesas Operacionais;0.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.05;Outras Despesas Operacionais;0.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.06;Resultado de Equivalência Patrimonial;0.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.06;Resultado de Equivalência Patrimonial;0.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;177225.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;110959.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06;Resultado Financeiro;-67161.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06;Resultado Financeiro;-101523.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06.01;Receitas Financeiras;186232.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06.01;Receitas Financeiras;271280.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06.02;Despesas Financeiras;-253393.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06.02;Despesas Financeiras;-372803.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;110064.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;9436.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-20178.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;9396.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08.01;Corrente;-15092.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08.01;Corrente;-485.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08.02;Diferido;-5086.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08.02;Diferido;9881.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.09;Resultado Líquido das Operações Continuadas;89886.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.09;Resultado Líquido das Operações Continuadas;18832.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
08.493.364/0001-62;2019-03-31;1;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;21709;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
