CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.01;Receita de Venda de Bens e/ou Serviços;4662940.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.01;Receita de Venda de Bens e/ou Serviços;4748825.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.02;Custo dos Bens e/ou Serviços Vendidos;-3512469.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.02;Custo dos Bens e/ou Serviços Vendidos;-3527068.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.03;Resultado Bruto;1150471.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.03;Resultado Bruto;1221757.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04;Despesas/Receitas Operacionais;-750897.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04;Despesas/Receitas Operacionais;-839776.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.01;Despesas com Vendas;-543576.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.01;Despesas com Vendas;-631117.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.02;Despesas Gerais e Administrativas;-238629.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.02;Despesas Gerais e Administrativas;-292867.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.04;Outras Receitas Operacionais;33181.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.04;Outras Receitas Operacionais;85204.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.05;Outras Despesas Operacionais;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.05;Outras Despesas Operacionais;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.06;Resultado de Equivalência Patrimonial;-1873.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.06;Resultado de Equivalência Patrimonial;-996.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;399574.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;381981.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.06;Resultado Financeiro;-74403.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.06;Resultado Financeiro;-15969.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.06.01;Receitas Financeiras;106694.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.06.01;Receitas Financeiras;201909.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.06.02;Despesas Financeiras;-181097.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.06.02;Despesas Financeiras;-217878.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.07;Resultado Antes dos Tributos sobre o Lucro;325171.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.07;Resultado Antes dos Tributos sobre o Lucro;366012.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-74506.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-3625.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.08.01;Corrente;-38373.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.08.01;Corrente;-33287.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.08.02;Diferido;-36133.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.08.02;Diferido;29662.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.09;Resultado Líquido das Operações Continuadas;250665.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.09;Resultado Líquido das Operações Continuadas;362387.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.10;Resultado Líquido de Operações Descontinuadas;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.10;Resultado Líquido de Operações Descontinuadas;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.11;Lucro/Prejuízo Consolidado do Período;250665.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.11;Lucro/Prejuízo Consolidado do Período;362387.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.11.01;Atribuído a Sócios da Empresa Controladora;250665.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.11.01;Atribuído a Sócios da Empresa Controladora;362387.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.11.02;Atribuído a Sócios Não Controladores;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.11.02;Atribuído a Sócios Não Controladores;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.01;Receita de Venda de Bens e/ou Serviços;463089965.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.01;Receita de Venda de Bens e/ou Serviços;547811695.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-388112256.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.02;Custo dos Bens e/ou Serviços Vendidos;-467706837.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.03;Resultado Bruto;74977709.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.03;Resultado Bruto;80104858.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.04;Despesas/Receitas Operacionais;-33526669.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.04;Despesas/Receitas Operacionais;-36163363.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.04.01;Despesas com Vendas;-21871620.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.04.01;Despesas com Vendas;-20225890.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.04.02;Despesas Gerais e Administrativas;-24081627.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.04.02;Despesas Gerais e Administrativas;-27061837.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.04.04;Outras Receitas Operacionais;12931317.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.04.04;Outras Receitas Operacionais;19583634.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.04.05;Outras Despesas Operacionais;-504739.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.04.05;Outras Despesas Operacionais;-8459270.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.04.06;Resultado de Equivalência Patrimonial;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.04.06;Resultado de Equivalência Patrimonial;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;41451040.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;43941495.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.06;Resultado Financeiro;-3982269.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.06;Resultado Financeiro;-4560292.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.06.01;Receitas Financeiras;10974258.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.06.01;Receitas Financeiras;10895105.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.06.02;Despesas Financeiras;-14956527.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.06.02;Despesas Financeiras;-15455397.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.07;Resultado Antes dos Tributos sobre o Lucro;37468771.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.07;Resultado Antes dos Tributos sobre o Lucro;39381203.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-7701682.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-1196227.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.08.01;Corrente;-10602446.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.08.01;Corrente;-3920980.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.08.02;Diferido;2900764.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.08.02;Diferido;2724753.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.09;Resultado Líquido das Operações Continuadas;29767089.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.09;Resultado Líquido das Operações Continuadas;38184976.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.10;Resultado Líquido de Operações Descontinuadas;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.10;Resultado Líquido de Operações Descontinuadas;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.11;Lucro/Prejuízo Consolidado do Período;29767089.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.11;Lucro/Prejuízo Consolidado do Período;38184976.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;18000348.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;24309059.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;PENÚLTIMO;2017-07-01;2018-06-30;3.11.02;Atribuído a Sócios Não Controladores;11766741.00
88.613.658/0001-10;2019-06-30;1;PETTENATI S.A. INDUSTRIA TEXTIL;9539;DF Consolidado - Demonstração do Resultado;REAL;UNIDADE;ÚLTIMO;2018-07-01;2019-06-30;3.11.02;Atribuído a Sócios Não Controladores;13875917.00
